siteID,dateResight,yearResight,birdID,resightTypePart,notesResight,notesResightPart
GECACARVA1,2/11/2011,2011,2460-22847,P,NA,"yearColumn = 2007, banded 13-Jul; yearColumn = 2008, resighted by particpant 1 march, resighted by bander June 18; yearColumn = 2009, resighted by participant in the fall; yearColumn = 2011, resighted by participant 2/11/12"
BARBJERMD1,4/25/2009,2009,2460-22920,P,NA,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
BARBJERMD1,5/25/2010,2010,2460-22920,P,NA,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
BARBJERMD1,4/25/2011,2011,2460-22920,P,NA,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April"
KEYESUSMD1,6/30/2008,2008,2460-22922,P,NA,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 30-Jun; yearColumn = 2009, resighted by particpant 27-May"
KEYESUSMD1,5/27/2009,2009,2460-22922,P,NA,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 30-Jun; yearColumn = 2009, resighted by particpant 27-May"
KEYESUSMD1,6/30/2008,2008,2460-22923,P,NA,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 30-Jun"
SCHLROBMD1,3/7/2013,2013,2460-22951,P,NA,"yearColumn = 2008, banded 19 june; yearColumn = 2013, Resighted by participant 3/7/13"
BEALTOMMD1,6/3/2009,2009,2460-22953,P,NA,"yearColumn = 2008, banded 20 june; yearColumn = 2009, banded 5/22/09. resighted by particpant 3 June; yearColumn = 2010, recap 7/13; yearColumn = 2012, Resight 5/2012"
BEALTOMMD1,5/15/2012,2012,2460-22953,P,NA,"yearColumn = 2008, banded 20 june; yearColumn = 2009, banded 5/22/09. resighted by particpant 3 June; yearColumn = 2010, recap 7/13; yearColumn = 2012, Resight 5/2012"
FISHFERVA1,3/31/2009,2009,2510-03826,P,NA,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013"
FISHFERVA1,4/16/2010,2010,2510-03826,P,NA,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013"
FISHFERVA1,3/16/2011,2011,2510-03826,P,NA,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013"
FISHFERVA1,5/10/2011,2011,2510-03826,P,NA,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013"
FISHFERVA1,4/15/2013,2013,2510-03826,P,NA,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013"
BUISNORVA1,3/4/2011,2011,2510-03832,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2011, resighted by participant 4 March"
BUISNORVA1,3/28/2009,2009,2510-03833,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2009, resighted by participant 28 March; yearColumn = 2010, resighted by participant 5/29/10"
BUISNORVA1,5/29/2010,2010,2510-03833,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2009, resighted by participant 28 March; yearColumn = 2010, resighted by participant 5/29/10"
BUISNORVA1,2/13/2009,2009,2510-03834,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2009, resighted by participant 13 Feb, 28 March"
BUISNORVA1,3/28/2009,2009,2510-03834,P,NA,"yearColumn = 2008, Banded July 13; yearColumn = 2009, resighted by participant 13 Feb, 28 March"
STEWBETMD1,3/26/2008,2008,2510-04307,P,NA,"yearColumn = 2007, Banded 15 June; yearColumn = 2008, resight by participant 26 March"
NEWBCARVA1,6/11/2008,2008,2510-04318,P,NA,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by particpant 11 June. recap July 11, 2008; yearColumn = 2011, Killed by cat in Deltona, Florida 10 January "
NEWBCARVA1,1/10/2011,2011,2510-04318,P,NA,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by particpant 11 June. recap July 11, 2008; yearColumn = 2011, Killed by cat in Deltona, Florida 10 January "
BUISNORVA1,4/4/2012,2012,2510-04393,P,NA,"yearColumn = 2012, captured 5/26/2012; yearColumn = 2013, resighted by participant 4/4/12; yearColumn = 2014, resighted 4/27/2014; yearColumn = 2015, RECAPTURED! on 4/27/15"
VERSBETMD1,3/15/2014,2014,2531-74552,P,NA,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD1,3/15/2015,2015,2531-74552,P,NA,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD1,3/15/2015,2015,2531-74554,P,NA,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2015, resighted by participant"
BUISNORVA1,7/5/2016,2016,2531-74567,P,NA,NA
VERSBETMD1,4/4/2009,2009,2540-62817,P,NA,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD1,7/2/2009,2009,2540-62817,P,NA,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD1,5/29/2010,2010,2540-62817,P,NA,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD1,6/15/2013,2013,2540-62817,P,NA,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
KEYESUSMD1,3/9/2009,2009,2540-62828,P,NA,"yearColumn = 2008, banded_6/20/08; yearColumn = 2009, resighted by participant 3/9/2009 Recap 6/2/2009"
STEWBETMD1,3/20/2010,2010,2540-62885,P,NA,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, found dead in nest box by participant 20 march"
STEWBETMD1,5/13/2010,2010,2540-62887,P,NA,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; 26 Sept; resighted 6/5/2010"
STEWBETMD1,9/26/2010,2010,2540-62887,P,NA,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; 26 Sept; resighted 6/5/2010"
CAMPGLOMD1,4/20/2011,2011,2540-62888,P,NA,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013"
CAMPGLOMD1,8/22/2011,2011,2540-62888,P,NA,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013"
SILLSCOMD1,7/15/2013,2013,2540-62922,P,NA,"yearColumn = 2008, banded_7/7; yearColumn = 2013, resighted by participant summer "
PERRCHRMD1,4/18/2015,2015,2571-89925,P,NA,"yearColumn = 2014, banded 19 July; yearColumn = 2015, resighted by participant 18 April"
PHARAIMMD1,5/11/2015,2015,2571-89947,P,NA,"yearColumn = 2014, banded 27 July; yearColumn = 2015, resighted by participant 11 May"
COLSKATMD1,3/15/2015,2015,2571-90051,P,NA,"yearColumn = 2014, captured 6/12/14; yearColumn = 2015, resighted by participant"
BUISNORVA1,1/5/2016,2016,2571-90063,P,NA,NA
VONGJENMD1,4/13/2015,2015,2571-90100,P,NA,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, resighted by participant 13 April, 24 May"
VONGJENMD1,5/24/2015,2015,2571-90100,P,NA,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, resighted by participant 13 April, 24 May"
VONGJENMD1,1/10/2016,2016,2571-90100,P,NA,NA
VONGJENMD1,4/9/2016,2016,2571-90100,P,NA,NA
SILLSCOMD1,6/13/2013,2013,2571-90205,P,NA,"yearColumn = 2012, Banded 7/25/2012; yearColumn = 2013, resighted by participant 6/13"
TATEJUAMD1,7/28/2013,2013,2590-82006,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 7/28/2013."
TATEJUAMD1,12/5/2013,2013,2590-82007,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 12/5/2013.; yearColumn = 2014, Resighted by participant 8/8/14"
TATEJUAMD1,8/8/2014,2014,2590-82007,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 12/5/2013.; yearColumn = 2014, Resighted by participant 8/8/14"
TATEJUAMD1,6/23/2013,2013,2590-82008,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 6/23/2013.; yearColumn = 2014, Resighted by participant 9/5/14"
TATEJUAMD1,9/5/2014,2014,2590-82008,P,NA,"yearColumn = 2012, Banded 6/28/2012; yearColumn = 2013, Resighted by participant 6/23/2013.; yearColumn = 2014, Resighted by participant 9/5/14"
TATEJUAMD1,8/27/2015,2015,2590-82008,P,NA,NA
BALASUCMD1,11/29/2015,2015,2590-82015,P,NA,"yearColumn = 2012, Banded 7/3/2012; yearColumn = 2015, resighted by participant 29 November"
BALASUCMD1,6/7/2016,2016,2590-82015,P,NA,NA
SCHLROBMD1,4/7/2013,2013,2590-82019,P,NA,"yearColumn = 2012, Banded 7/10/2012; yearColumn = 2013, Resighted by participant 4/7/13"
SILLSCOMD1,7/15/2013,2013,2590-82034,P,NA,"yearColumn = 2012, Banded 7/25/2012; yearColumn = 2013, resighted by participant summer "
TATEJUAMD1,2/1/2013,2013,2590-82189,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by Participant 4/1/15"
TATEJUAMD1,4/1/2015,2015,2590-82189,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by Participant 4/1/15"
TATEJUAMD1,6/1/2016,2016,2590-82193,P,NA,NA
BEALTOMMD1,1/10/2014,2014,2590-82196,P,NA,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, resighted by participant 10 Jan 2015"
BUISNORVA1,2/27/2010,2010,2590-82207,P,NA,"yearColumn = 2009, banded 6/7/2009; yearColumn = 2010, resighted by participant 02/27/2011"
BUISNORVA1,11/13/2010,2010,2590-82208,P,NA,"yearColumn = 2009, banded 6/7/2009; yearColumn = 2010, resighted by participant 11-13-2010"
OBRICHRMD1,6/2/2010,2010,2590-82317,P,NA,"yearColumn = 2009, banded 6/30; yearColumn = 2010, resighted by participant 2 June; yearColumn = 2012, Resighted 6/2/2012"
STURCARMD1,4/28/2010,2010,2590-82319,P,NA,"yearColumn = 2009, banded 7/3; yearColumn = 2010, resighted by participant 28 April; recpatured 6/1"
GECACARVA1,6/23/2010,2010,2590-82407,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012"
GECACARVA1,3/20/2011,2011,2590-82407,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012"
GECACARVA1,4/26/2011,2011,2590-82407,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012"
GECACARVA1,5/30/2011,2011,2590-82407,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012"
GECACARVA1,4/2/2012,2012,2590-82407,P,NA,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012"
LANDCELVA1,6/11/2010,2010,2590-82419,P,NA,"yearColumn = 2009, Banded 6/20/2009; yearColumn = 2010, resighted by participant 11 June"
NEWBCARVA1,10/29/2011,2011,2590-82499,P,NA,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec.; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012
Recapture 5/19/2012"
NEWBCARVA1,4/27/2012,2012,2590-82499,P,NA,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec.; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012
Recapture 5/19/2012"
SCHLROBMD1,2/2/2012,2012,2590-82502,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2013, Resighted by participant 2/2/13"
SCHLROBMD1,2/25/2009,2009,2590-82505,P,NA,"yearColumn = 2009, banded 5/15/2009; yearColumn = 2010, resighted by participant 2/25/10"
NEWBCARVA1,5/17/2010,2010,2590-82523,P,NA,"yearColumn = 2009, banded 5/22/2009; yearColumn = 2010, resighted by participant 17 May"
NEWBCARVA1,12/23/2010,2010,2590-82524,P,NA,"yearColumn = 2009, banded 5/22/2009; yearColumn = 2010, resighted by participant 23 Dec"
NEWBCARVA1,12/23/2010,2010,2590-82525,P,NA,"yearColumn = 2009, banded 5/22/2009; yearColumn = 2010, resighted by participant 23 Dec"
CAMPROSMD1,8/31/2010,2010,2590-82534,P,NA,"yearColumn = 2009, banded 5/29/2009; yearColumn = 2010, resighted by neighbor 31 Aug; yearColumn = 2012, Recaptured 5/19/2012"
KEYESUSMD1,6/5/2011,2011,2590-82539,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 6/5/2011"
KEYESUSMD1,4/15/2010,2010,2590-82542,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 15 April, 7 June, 10/10/10"
KEYESUSMD1,6/7/2010,2010,2590-82542,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 15 April, 7 June, 10/10/10"
KEYESUSMD1,10/10/2010,2010,2590-82542,P,NA,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 15 April, 7 June, 10/10/10"
MORRCHRVA1,12/10/2010,2010,2590-82567,P,NA,"yearColumn = 2009, banded 7/6/2009; yearColumn = 2010, recaptured 6/30/2010; resighted by participant 10 Dec; yearColumn = 2012, resighted by participant 21May"
MORRCHRVA1,5/21/2012,2012,2590-82567,P,NA,"yearColumn = 2009, banded 7/6/2009; yearColumn = 2010, recaptured 6/30/2010; resighted by participant 10 Dec; yearColumn = 2012, resighted by participant 21May"
BARBJERMD1,9/7/2010,2010,2590-82582,P,NA,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2010, resighted by participant 7 Sept"
TATEJUAMD1,5/1/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,6/2/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,7/7/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,10/3/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,11/4/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,12/6/2010,2010,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,1/7/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,1/13/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,3/3/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,4/6/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,9/12/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,10/1/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,11/8/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,12/14/2011,2011,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,1/1/2012,2012,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,2/28/2012,2012,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,3/1/2012,2012,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,5/3/2012,2012,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
TATEJUAMD1,7/10/2013,2013,2590-82618,P,NA,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 1 May, 2 June, 7 July; 3 Oct.; 4 Nov.; 6 Dec; 7 Jan <d4>11; 15 Feb <d4>11;; yearColumn = 2011, resighted by participant 03/03/2011, 04/06/2011, 09/12/2011, 10/01/2011, 11/08/2011, 12/14/2011, 01/13/2012; yearColumn = 2012, resighted by participant 28 Feb, 1 Mar, 3 May, Jan 1; yearColumn = 2013, .resighted by participant 7/10/2013"
PADORAMVA1,2/3/2012,2012,2590-83010,P,NA,"yearColumn = 2010, banded 7/1/10; resighted by participant 18 Oct; yearColumn = 2012, resighted by participant 23 July; 3 Feb 2013; yearColumn = 2014, resighted by BD July 12"
PADORAMVA1,7/23/2012,2012,2590-83010,P,NA,"yearColumn = 2010, banded 7/1/10; resighted by participant 18 Oct; yearColumn = 2012, resighted by participant 23 July; 3 Feb 2013; yearColumn = 2014, resighted by BD July 12"
