site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,notesEnc,timeEnc
STURCARMD1,2005-07-12,NA,Band,CACH,2370-05689,"W/A,P",AHY,M,NA,NA,NA,57,NA,15.33,"yearColumn = 2005, banded 12 july; yearColumn = 2006, resighted by participant 20 April; yearColumn = 2007, resighted by participant -",NA
STURCARMD1,2005-07-12,NA,Band,CACH,2370-05690,"BU,A/BU",HY,U,NA,NA,9.2,60,NA,NA,"yearColumn = 2005, banded 12 July; yearColumn = 2006, resighted by participant 20 April -",NA
STURCARMD1,2006-06-02,NA,Band,GRCA,2251-80721,"R/BK,O/A",AHY,M,NA,NA,40.3,94,NA,29.17,"yearColumn = 2006, banded June 2 -",NA
STURCARMD1,2006-06-06,NA,Band,GRCA,2251-80511,"Y/W,A/DB",AHY,M,NA,NA,37.5,91,NA,28.96,"yearColumn = 2006, banded June 6 -",NA
STURCARMD1,2006-06-06,NA,Band,GRCA,2251-80512,"DG/A,PU/PU",AHY,M,NA,NA,34.5,89,NA,28.08,"yearColumn = 2006, banded June 6 -",NA
COLSKATMD1,2006-06-08,NA,Band,GRCA,2251-80730,"BU/A,Y/W",AHY,M,NA,NA,36.5,96,NA,29.38,"yearColumn = 2006, banded June 8; yearColumn = 2007, resighted by participant 7 July.; yearColumn = 2008, Resighted by participant 28 June -",NA
COLSKATMD1,2006-06-11,NA,Band,GRCA,2251-80738,"R/B,A/PU",AHY,F,NA,NA,41.6,87,NA,30.07,"yearColumn = 2006, banded June 11 -",NA
COLSKATMD1,2006-06-11,NA,Band,SOSP,2251-80741,"A,BU",AHY,F,NA,NA,NA,60,NA,22.28,"yearColumn = 2006, banded June 11 -",NA
COLSKATMD1,2006-06-11,NA,Band,GRCA,2251-80739,"PU/G,Y/A",AHY,M,NA,NA,33.6,90,NA,29.14,"yearColumn = 2006, banded June 11; yearColumn = 2008, resighted 6/19/2008; yearColumn = 2009, resighted by participant 24 May -",NA
COLSKATMD1,2006-06-11,NA,Band,CARW,2251-80740,"R,A",HY,U,NA,NA,NA,58,NA,21.98,"yearColumn = 2006, banded June 11; yearColumn = 2008,  resighted by participant 22 January 2009 -",NA
COLSKATMD1,2006-06-13,NA,Band,SOSP,2251-80732,"W/BK,A",AHY,M,NA,NA,NA,68,NA,22.67,"yearColumn = 2006, banded june 13 -",NA
COLSKATMD1,2006-06-13,NA,Band,GRCA,2251-80733,"G/A,Y/W",AHY,M,NA,NA,36,90,NA,28.18,"yearColumn = 2006, banded June 13 -",NA
COLSKATMD1,2006-06-13,NA,Band,GRCA,2251-80734,"O/A,BU/PU",AHY,M,NA,NA,37.3,91,NA,27.11,"yearColumn = 2006, banded June 13 -",NA
COLSKATMD1,2006-06-13,NA,Band,HOWR,2400-00672,"O/G,A",AHY,M,NA,NA,NA,51,NA,17.76,"yearColumn = 2006, banded June 13 -",NA
COLSKATMD1,2006-06-13,NA,Band,GRCA,2251-80731,"PU/O,BK/A",AHY,F,NA,NA,34.8,87,NA,27.99,"yearColumn = 2006, banded June 13; yearColumn = 2008, resighted by participant 7/2/2008 -",NA
COLSKATMD1,2006-06-19,NA,Band,GRCA,2251-80745,"R/R,A/R",AHY,M,NA,NA,34.1,87,NA,27.65,"yearColumn = 2006, banded 6/11/2006 -",NA
COLSKATMD1,2006-06-19,NA,Band,GRCA,2251-80747,"O/A,BK/BK",AHY,M,NA,NA,38.7,91,NA,28.22,"yearColumn = 2006, banded June 19; yearColumn = 2008, resighted 6/19/2008. -",NA
COLSKATMD1,2006-07-04,NA,Band,GRCA,2251-80750,"W/W,W/A",AHY,M,NA,NA,37.3,92,NA,28.85,"yearColumn = 2006, banded July 4 -",NA
COLSKATMD1,2006-07-04,NA,Band,GRCA,2251-80751,"A/R,O/DB",AHY,M,NA,NA,36.4,87,NA,27.39,"yearColumn = 2006, banded July 4; yearColumn = 2010, resighted by participant 10 June -",NA
MANNJANDC1,2007-05-23,NA,Band,HOWR,2400-00679,"BU,Y/A",AHY,M,NA,NA,10.1,51,NA,16.6,"yearColumn = 2007, Banded 23 May -",NA
MANNJANDC1,2007-05-23,NA,Band,HOWR,2400-00680,"P/A,BK",AHY,U,NA,NA,11.5,51.5,NA,16.6,"yearColumn = 2007, Banded 23 May, resighted by participant September -",NA
MANNJANDC1,2007-05-23,NA,Band,GRCA,1951-41068,"A,W/BK",AHY,M,NA,NA,31.3,88,NA,25.4,"yearColumn = 2007, Banded 23 May; yearColumn = 2008, Resighted June 10 -",NA
MANNJANDC1,2007-05-23,NA,Band,CACH,2400-00681,"R/W,A",AHY,M,NA,NA,10.2,62,NA,15.7,"yearColumn = 2007, Banded 23 May; yearColumn = 2008, recaptured June 10 -",NA
MANNJANDC1,2007-05-23,NA,Band,SOSP,2251-80499,"A,P/G",AHY,M,NA,NA,20.3,65,NA,21.1,"yearColumn = 2007, Banded 23 May; yearColumn = 2008, Resighted by participant April -",NA
BLOCDAVMD1,2007-05-26,NA,Band,NOCA,1991-46124,"A/BK,G",HY,M,NA,NA,42.2,95,NA,27.46,"yearColumn = 2007, banded 26 may -",NA
BEALTOMMD1,2007-05-29,NA,Band,CACH,2400-00686,"R/A,BK",U,U,NA,NA,10.3,63,NA,16.1,"yearColumn = 2007, banded 29 May -",NA
BEALTOMMD1,2007-05-29,NA,Band,CACH,2400-00687,"A/P,Y",AHY,M,NA,NA,10.3,61,NA,15.1,"yearColumn = 2007, Banded 29 May -",NA
BEALTOMMD1,2007-05-29,NA,Band,CACH,2400-00688,"BU,BK/A",U,U,NA,NA,9.1,60,NA,15,"yearColumn = 2007, Banded 29 May -",NA
STURCARMD1,2007-05-31,NA,Band,HOWR,2400-00689,"P,Y/A",U,U,NA,NA,11.6,47,NA,16.1,"yearColumn = 2007, Banded 31 May -",NA
STURCARMD1,2007-05-31,NA,Band,HOWR,2400-00691,"A,P/G",U,U,NA,NA,11.1,51,NA,16.1,"yearColumn = 2007, Banded 31 May -",NA
STURCARMD1,2007-05-31,NA,Band,CACH,2400-00690,"G/A,W",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June ",NA
STURCARMD1,2007-05-31,NA,Band,GRCA,1951-41073,"A,W/W",AHY,M,NA,NA,35.8,89,NA,27.9,"yearColumn = 2007, Banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 28 April -",NA
STURCARMD1,2007-05-31,NA,Band,HOWR,2400-00692,"BU/Y,A",U,M,NA,NA,11.5,NA,NA,17.8,"yearColumn = 2007, Banded 31 May; yearColumn = 2008, recap 2 july -",NA
STURCARMD1,2007-05-31,NA,Band,GRCA,1951-41074,"Y/R,A",AHY,M,NA,NA,35.2,86,NA,26.8,"yearColumn = 2007, Banded 31 May; yearColumn = 2010, resighted 21 May -",NA
COLSKATMD1,2007-06-12,NA,Band,HOWR,2510-04303,"Y/A,W",AHY,M,NA,NA,10.5,50,NA,16.1,"yearColumn = 2007, banded 12 June -",NA
COLSKATMD1,2007-06-12,NA,Band,CACH,2510-04304,"O/A,R",U,F,NA,NA,11.7,61,NA,15.7,"yearColumn = 2007, Banded 12 June -",NA
COLSKATMD1,2007-06-12,NA,Band,SOSP,2281-69404,"P/A,G",AHY,M,NA,NA,19.2,66,NA,20.4,"yearColumn = 2007, banded 12 June -",NA
VERSBETMD1,2007-06-12,NA,Band,CACH,2460-22907,"G,BK/A",AHY,M,NA,NA,10,63,NA,15.8,"yearColumn = 2007, banded 12 June -",NA
VERSBETMD1,2007-06-12,NA,Band,CARW,2281-69103,"G,BK/A",AHY,M,NA,NA,21,61,NA,22.2,"yearColumn = 2007, banded 12 June -",NA
VERSBETMD1,2007-06-12,NA,Recap,SOSP,2241-17612,"Y,A/BU",AHY,M,NA,NA,21,NA,NA,NA,"yearColumn = 2005, banded 26 May; yearColumn = 2006, resighted by participant 5 July; yearColumn = 2007, Recapture 12 June; yearColumn = 2008, resighted by particpant 19 April -",NA
KEYESUSMD1,2007-06-28,NA,Band,NOCA,2301-56018,"A/O,R",AHY,F,NA,NA,46,90,NA,24.7,"yearColumn = 2007, banded 28-Jun -",NA
KEYESUSMD1,2007-06-28,NA,Band,CARW,2281-69111,"O/P,A",AHY,M,NA,NA,46,90,NA,24.7,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 20 June; yearColumn = 2011, resight by participant 5/27/11 -",NA
KEYESUSMD1,2007-06-28,NA,Band,CACH,2460-22922,"A,P/P",HY,U,NA,NA,10,61,NA,16.2,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 30-Jun; yearColumn = 2009, resighted by particpant 27-May -",NA
KEYESUSMD1,2007-06-28,NA,Band,CACH,2460-22923,"A/R,BK",HY,U,NA,NA,11,56,NA,16.05,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 30-Jun -",NA
JACOMERMD1,2007-06-30,NA,Band,GRCA,1991-46144,"R/A,G",AHY,M,NA,NA,35.5,90,NA,28.53,"yearColumn = 2007, banded 30 june. -",NA
JACOMERMD1,2007-06-30,NA,Band,SOSP,2261-38325,"O,O/A",AHY,M,NA,NA,20.4,65,NA,20.65,"yearColumn = 2007, banded 30 june. -",NA
NEWBCARVA1,2007-07-02,NA,Band,CACH,2510-04319,"P,P/A",AHY,F,NA,NA,9.8,64,NA,16,"yearColumn = 2007, Banded 2 July -",NA
NEWBCARVA1,2007-07-02,NA,Band,HOWR,2510-04318,"Y,A/W",HY,M,NA,NA,10.4,58,NA,16.8,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by particpant 11 June. recap July 11, 2008; yearColumn = 2011, Killed by cat in Deltona, Florida 10 January  -",NA
NEWBCARVA1,2007-07-02,NA,Band,HOWR,2510-04320,"A,G/O",AHY,F,NA,NA,11,48,NA,24.5,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted July 11, 2008 -",NA
NEWBCARVA1,2007-07-02,NA,Band,NOCA,1991-21138,"O,W/A",AHY,F,NA,NA,41.2,91,NA,24.5,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by participant 1 April; resighted July 11, 2008; yearColumn = 2009, recapture 5/22/2009; yearColumn = 2010, resighted by participant 17 May; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012; yearColumn = 2013, resighted by tech 7/31/13 -",NA
NEWBCARVA1,2007-07-02,NA,Band,CARW,2281-69427,"O/A,G",AHY,F,NA,NA,19.5,57,NA,21,"yearColumn = 2007, Banded 2 July; yearColumn = 2008, resighted by participant 27 December.; yearColumn = 2009, resighted by participant 18 December.; yearColumn = 2010, resighted by participant 6/19/10 -",NA
BRIGKIMMD1,2007-07-19,NA,Band,CARW,2281-69449,"PK,A/BU",HY,U,NA,NA,16.6,56,NA,20.6,"yearColumn = 2007, banded 19 July -",NA
BRIGKIMMD1,2007-07-19,NA,Band,CARW,2281-69450,"PK/A,Y",AHY,F,NA,NA,20.3,61,NA,22.1,"yearColumn = 2007, banded 19 July -",NA
BRIGKIMMD1,2007-07-19,NA,Band,HOWR,2510-04331,"O/PK,A",HY,U,NA,NA,10.8,52,NA,16.4,"yearColumn = 2007, banded 19 july -",NA
BRIGKIMMD1,2007-07-19,NA,Band,NOCA,1991-21152,"O/PK,A",HY,U,NA,NA,41.3,90,NA,24.7,"yearColumn = 2007, banded 19 July -",NA
BRIGKIMMD1,2007-07-19,NA,Band,GRCA,1991-21151,"R/PK,A",HY,U,NA,NA,34.1,87,NA,27.8,"yearColumn = 2007, banded 19 july; yearColumn = 2009, resighted 5/28/2009 -",NA
COLSKATMD1,2007-07-21,NA,Band,SOSP,2281-69453,"P,PK/A",AHY,F,NA,NA,20,65,NA,21.3,"yearColumn = 2007, banded 21 July -",NA
JACOMERMD1,2007-07-28,NA,Band,NOCA,1991-46168,"A,G/BU",AHY,F,NA,NA,46,86,NA,25.31,"yearColumn = 2007, banded 28 july -",NA
JACOMERMD1,2007-07-28,NA,Band,SOSP,2261-38349,"BU,R/A",HY,U,NA,NA,18.5,63,NA,21.15,"yearColumn = 2007, banded 28 july -",NA
BLOCDAVMD1,2008-05-17,NA,Band,HOWR,2460-22709,"PK,A/PK",AHY,M,NA,NA,9.5,NA,44,NA,"yearColumn = 2008, banded 5/17 -",NA
MANNJANDC1,2008-06-10,NA,Band,NOCA,2301-56580,"A/PK,BU",AHY,F,NA,NA,40.2,92,NA,25.04,"yearColumn = 2008, Banded June 10 -",NA
MANNJANDC1,2008-06-10,NA,Band,NOCA,2301-56578,"A,O/P",AHY,M,NA,NA,46.4,98,NA,24.53,"yearColumn = 2008, Banded June 10 -",NA
MANNJANDC1,2008-06-10,NA,Band,CACH,2510-03809,"BU,O/A",AHY,F,NA,NA,10.1,60,NA,15.69,"yearColumn = 2008, Banded June 10 -",NA
LEONTESDC1,2008-06-10,NA,Band,GRCA,2301-56810,"A,PK/PK",AHY,F,NA,NA,35.9,86,NA,27.45,"yearColumn = 2008, banded 6/10 -",NA
LEONTESDC1,2008-06-10,NA,Band,CARW,2341-34108,"Y,A/Y",AHY,M,NA,NA,NA,52,NA,21.72,"yearColumn = 2008, banded 6/10 -",NA
LEONTESDC1,2008-06-10,NA,Band,NOCA,2301-56811,"A,P/Y",AHY,F,NA,NA,NA,89,NA,23.43,"yearColumn = 2008, banded 6/10 -",NA
MANNJANDC1,2008-06-10,NA,Recap,CACH,2400-00681,"R/W,A",AHY,M,NA,NA,10.4,NA,NA,NA,"yearColumn = 2007, Banded 23 May; yearColumn = 2008, recaptured June 10 -",NA
VERSBETMD1,2008-06-11,NA,Band,CARW,2281-69469,"P,O/A",AHY,F,NA,NA,18.5,55,NA,21.24,"yearColumn = 2008, banded_6/11/08 -",NA
VERSBETMD1,2008-06-11,NA,Band,AMRO,742-29433,"BU,P/A",AHY,M,NA,NA,73.5,122,NA,32.8,"yearColumn = 2008, banded_6/11/08 -",NA
VERSBETMD1,2008-06-11,NA,Band,CARW,2281-69470,"A/R,BK",AHY,M,NA,NA,21.3,56,NA,23.12,"yearColumn = 2008, banded_6/11/08 -",NA
VERSBETMD1,2008-06-11,NA,Band,CACH,2540-62818,"BK/R,A",HY,U,NA,NA,10.4,51,NA,16.65,"yearColumn = 2008, banded_6/11/08 -",NA
GECACARVA1,2008-06-18,NA,Band,GRCA,2301-56567,"P/PK,A",AHY,M,NA,NA,35.2,85,NA,23.96,"yearColumn = 2008, Banded June 18; yearColumn = 2009, resighted by participant 21 June
; yearColumn = 2010, resighted by participant 5/1/2011; yearColumn = 2012, 6/6/2012 resight by participant; yearColumn = 2013, resighted 2013; yearColumn = 2015, Resighted by participant -",NA
GECACARVA1,2009-05-30,NA,Band,SOSP,2441-14108,"PK,A",ASY,M,NA,NA,19.8,63,NA,22.15,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted 7/2/2010; resighted by participant 18 Dec; 1/2/2011; yearColumn = 2011, resighted by participant 2/11/2012; yearColumn = 2012, Resight 6/26/2012,
resighted by participant 04/02/2012; yearColumn = 2013, Recapture 7/10/2013 -",NA
REITBOBMD1,2005-05-05,NA,Band,SOSP,1851-95464,"W/R,A",AHY,M,NA,NA,21.4,71,NA,21.54,"yearColumn = 2005, banded 5 May; yearColumn = 2006, resighted 5/25/2006 -",NA
REITBOBMD1,2005-05-05,NA,Band,SOSP,1851-95463,"BU,A/P",AHY,M,"NA",NA,21.9,69,NA,21.61,"yearColumn = 2005, banded 5 May; yearColumn = 2007, found deceased on road 5 July -","NA"
REITBOBMD1,2005-05-05,NA,Band,SOSP,1851-95464,"W/R,A",AHY,M,"NA",NA,21.4,71,NA,21.54,"yearColumn = 2005, banded 5 May; yearColumn = 2006, resighted 5/25/2006 -","NA"
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80701,"Y/Y,R/A",AHY,M,NA,NA,40.7,NA,95,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2010, resighted 6/26/10 -",NA
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80702,"DB/A,W/W",AHY,M,NA,NA,39.3,NA,90,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2007, resighted by participant 13 May -",NA
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80703,"G/O,O/A",AHY,M,NA,NA,36,NA,90,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2009, resighted by participant 1 June -",NA
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80701,"Y/Y,R/A",AHY,M,"NA",NA,40.7,NA,95,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2010, resighted 6/26/10 -","NA"
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80702,"DB/A,W/W",AHY,M,"NA",NA,39.3,NA,90,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2007, resighted by participant 13 May -","NA"
REITBOBMD1,2006-05-25,NA,Band,GRCA,2251-80703,"G/O,O/A",AHY,M,"NA",NA,36,NA,90,NA,"yearColumn = 2006, banded 25 May; yearColumn = 2009, resighted by participant 1 June -","NA"
REITBOBMD1,2007-06-09,NA,Band,SOSP,2261-38311,"Y,A/Y",AHY,M,NA,NA,20.8,65,NA,22.16,"yearColumn = 2007, banded 8 june; yearColumn = 2008, resighted by participant 20 March; yearColumn = 2009, resighted by participant 8 march; yearColumn = 2010, resighted by participant 10 June; resight 7/6 -",NA
REITBOBMD1,2007-06-09,NA,Band,SOSP,2261-38311,"Y,A/Y",AHY,M,"NA",NA,20.8,65,NA,22.16,"yearColumn = 2007, banded 8 june; yearColumn = 2008, resighted by participant 20 March; yearColumn = 2009, resighted by participant 8 march; yearColumn = 2010, resighted by participant 10 June; resight 7/6 -","NA"
REITBOBMD1,2007-07-13,NA,Band,NOCA,2301-56925,"A/BU,O",HY,M,NA,NA,41,92,NA,NA,"yearColumn = 2007, Banded 13 July; yearColumn = 2008, resighted by participant 2 March; yearColumn = 2009, resighted be participant May ; yearColumn = 2010, resighted by participant in Spring ; yearColumn = 2011, resighted by participant in Spring ; yearColumn = 2012, resighted by participant in Spring ; yearColumn = 2013, resighted by participant in Spring; re-banded April  -",NA
REITBOBMD1,2007-07-13,NA,Band,NOCA,2301-56925,"A/BU,O",HY,M,"NA",NA,41,92,NA,NA,"yearColumn = 2007, Banded 13 July; yearColumn = 2008, resighted by participant 2 March; yearColumn = 2009, resighted be participant May ; yearColumn = 2010, resighted by participant in Spring ; yearColumn = 2011, resighted by participant in Spring ; yearColumn = 2012, resighted by participant in Spring ; yearColumn = 2013, resighted by participant in Spring; re-banded April  -","NA"
REITBOBMD1,2008-06-24,NA,Band,GRCA,2301-56785,"G/A,Y/O",AHY,M,NA,NA,36.2,92,NA,27.2,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept. -",NA
REITBOBMD1,2008-06-24,NA,Band,GRCA,2301-56785,"G/A,Y/O",AHY,M,"NA",NA,36.2,92,NA,27.2,"yearColumn = 2008, banded 24 June; yearColumn = 2009, resighted by participant May and Sept.; yearColumn = 2010, resighted 7/6; yearColumn = 2012, resighted 7/7/2012, by participant 10 Sept. -","NA"
REITBOBMD1,2008-07-22,NA,Band,SOSP,2341-29603,"R,A/BK",AHY,M,NA,NA,20,60,NA,21.11,"yearColumn = 2008, banded 22 July; yearColumn = 2009, recaught 7/28; yearColumn = 2010, recap 7/6 -",NA
REITBOBMD1,2010-07-06,NA,Band,SOSP,2251-80370,"PK,A/BU",AHY,M,"NA",NA,21.5,65,NA,21.48,"yearColumn = 2010, banded 7/6 -","NA"
REITBOBMD1,2012-07-10,NA,Band,GRCA,2561-44926,"BK,A/W",AHY,F,NA,NA,37.4,88,NA,27.33,"yearColumn = 2012, captured 7/10/2012 -",NA
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44740,"A/G,W",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2012, captured 7/10/2012 ",NA
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44741,"G/A,O",AHY,U,NA,NA,10.3,51,NA,16.36,"yearColumn = 2012, captured 7/10/2012 -",NA
REITBOBMD1,2012-07-10,NA,Band,CARW,2341-30378,"A/Y,R",AHY,U,NA,NA,19.8,58,NA,21.93,"yearColumn = 2012, captured 7/10/2012 -",NA
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44742,"BK,PU/A",AHY,F,NA,NA,14.4,48,NA,16.73,"yearColumn = 2012, captured 7/10/2012 -",NA
REITBOBMD1,2012-07-10,NA,Band,GRCA,2561-44926,"BK,A/W",AHY,F,"NA",NA,37.4,88,NA,27.33,"yearColumn = 2012, captured 7/10/2012 -","NA"
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44740,"A/G,W","NA","NA","NA",NA,NA,NA,NA,NA,"yearColumn = 2012, captured 7/10/2012 ","NA"
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44741,"G/A,O",AHY,U,"NA",NA,10.3,51,NA,16.36,"yearColumn = 2012, captured 7/10/2012 -","NA"
REITBOBMD1,2012-07-10,NA,Band,CARW,2341-30378,"A/Y,R",AHY,U,"NA",NA,19.8,58,NA,21.93,"yearColumn = 2012, captured 7/10/2012 -","NA"
REITBOBMD1,2012-07-10,NA,Band,HOWR,2570-44742,"BK,PU/A",AHY,F,"NA",NA,14.4,48,NA,16.73,"yearColumn = 2012, captured 7/10/2012 -","NA"
REITBOBMD1,2013-05-24,NA,Band,NOCA,2641-63621,"P/W,A",AHY,M,NA,NA,42.1,92,NA,23.4,"yearColumn = 2013, Banded 5/24/13 -",NA
REITBOBMD1,2013-05-24,NA,Band,GRCA,2641-63622,"G/BU,A",AHY,F,NA,NA,42.5,89,NA,28.32,"yearColumn = 2013, Banded 5/24/13 -",NA
REITBOBMD1,2013-05-24,NA,Band,NOCA,2641-63621,"P/W,A",AHY,M,"NA",NA,42.1,92,NA,23.4,"yearColumn = 2013, Banded 5/24/13 -","NA"
REITBOBMD1,2013-05-24,NA,Band,GRCA,2641-63622,"G/BU,A",AHY,F,"NA",NA,42.5,89,NA,28.32,"yearColumn = 2013, Banded 5/24/13 -","NA"
REITBOBMD1,2014-03-21,NA,Band,CARW,2571-90158,"A,BU/PU",AHY,U,NA,NA,20.6,58,NA,21.36,"yearColumn = 2014, captured 21 March -",NA
REITBOBMD1,2014-03-21,NA,Band,CACH,2710-53925,"A,BU/W",AHY,M,NA,NA,10.6,NA,NA,NA,"yearColumn = 2014, capture 21 March -",NA
REITBOBMD1,2014-03-21,NA,Band,CARW,2571-90158,"A,BU/PU",AHY,U,"NA",NA,20.6,58,NA,21.36,"yearColumn = 2014, captured 21 March -","NA"
REITBOBMD1,2014-03-21,NA,Band,CACH,2710-53925,"A,BU/W",AHY,M,"NA",NA,10.6,NA,NA,NA,"yearColumn = 2014, capture 21 March -","NA"
REITBOBMD1,2015-04-20,NA,Band,SOSP,2571-89994,"G,A/PK",AHY,M,NA,NA,19.5,72,NA,19.32,"yearColumn = 2015, Banded 4/20/2015 -",NA
REITBOBMD1,2015-04-20,NA,Band,SOSP,2571-89994,"G,A/PK",AHY,M,"NA",NA,19.5,72,NA,19.32,"yearColumn = 2015, Banded 4/20/2015 -","NA"
REITBOBMD1,2016-04-13,"JLM,KPK",Band,NOCA,2641-96688," A,P/Y",AHY,F,BP,0,52,92,87,NA,NA,08:00
REITBOBMD1,2016-04-13,"JLM,KPK",Band,AMRO,1352-46110," R,BK/A",AHY,M,CP,0.5,73.4,131,96,NA,NA,08:16
REITBOBMD1,2016-04-13,"JLM,KPK",Band,CARW,2541-40475," A,BK/BU",AHY,F,BP,2,18.7,57,50,NA,NA,08:30
REITBOBMD1,2016-04-13,"JLM,KPK",Band,NOCA,2641-96689," -,A/R",AHY,M,CP,0,41.9,94,92,NA,NA,09:20
REITBOBMD1,2016-04-13,"JLM,KPK",Band,SOSP,2541-40475," BU/A,BU",AHY,UNK,NA,0,21.2,64,66,NA,NA,10:00
REITBOBMD1,2016-04-13,"JLM,KPK",Band,CARW,2541-40474," A,O/P",AHY,M,CP,0,20,54,46,NA,NA,08:30
REITBOBMD1,2016-04-13,test,Band,ABDU,tes-tBand," -,A/BK",HY,M,BP,0,NA,NA,NA,NA,NA,05:00
REITBOBMD1,2016-06-21,testObserver,Band,ABDU,t-estBn," -,A/BK",HY,M,BP,0,1,2,3,4,tNotes,05:00
STANJEFMD1,2001-06-18,NA,Band,GRCA,8001-21202,"O/R,A",AHY,M,NA,NA,37.8,90,96.5,28.57,"yearColumn = 2001, banded 18 June -",NA
STANJEFMD1,2001-06-18,NA,Band,HOWR,2250-24408,"A/W,W",AHY,M,NA,NA,11.8,54,43,17.84,"yearColumn = 2001, banded 18 June -",NA
STANJEFMD1,2001-06-18,NA,Band,HOWR,2250-24407,"A/G,BU",AHY,F,NA,NA,8.5,46,38,17.24,"yearColumn = 2001, banded 18 June -",NA
BROWANNDC1,2001-06-26,NA,Band,AMRO,1152-87530,"A,Y/W",AHY,F,NA,NA,81.2,128.5,96,32.07,"yearColumn = 2001, banded 26 June; yearColumn = 2002, resighted 1 April; yearColumn = 2004, resighted by participant 20 March -",NA
BROWANNDC1,2001-06-26,NA,Band,NOCA,1751-51905,"A,P/W",AHY,F,NA,NA,41.4,91,97,22.89,"yearColumn = 2001, banded 26 June; yearColumn = 2002, resighted 27 May; yearColumn = 2003, recaptured.25 Aug -",NA
BROWANNDC1,2002-04-09,NA,Band,SOSP,1721-48519,"Y/A,O",U,M,NA,NA,20.9,66,NA,21.35,"yearColumn = 2002, banded 9 April; yearColumn = 2003, resighted by participant 24 March; yearColumn = 2004, resighted by particpant 4/24; yearColumn = 2005, resighted by participant 19 May -",NA
OBRICHRMD1,2001-05-31,NA,Band,CACH,2250-24240,"A/P,P",AHY,M,NA,NA,10,60,50.5,14,"yearColumn = 2001, banded 31 May -",NA
LANDCELVA1,2007-07-07,NA,Band,CARW,2281-69118,"A,G/W",AHY,M,NA,NA,19.5,59,NA,23.1,"yearColumn = 2007, banded 7-Jul; yearColumn = 2009, resighted by participant 14 November; yearColumn = 2010, resighted by participant 19 March, 21 April; 24 June; resighted 6/4 -",NA
CAMPGLOMD1,2002-03-15,NA,Recap,CARW,1141-05633,"BK,W/A",AHY,M,NA,NA,20,NA,NA,NA,"yearColumn = 2001, banded 25 June; yearColumn = 2002, recaptured No recap date provided",NA
CAMPGLOMD1,2002-06-20,NA,Band,HOWR,2250-90456,"A/G,Y",AHY,M,NA,NA,12,53,NA,17.15,"yearColumn = 2002, banded 20 June -",NA
CAMPGLOMD1,2002-06-20,NA,Band,CARW,8001-21469,"A/BK,P",U,U,NA,NA,20.1,62.5,NA,21.78,"yearColumn = 2002, band 20 June, resight 10 Sept -",NA
MCDOELIVA1,2007-07-12,NA,Band,SOSP,2281-69443,"O,BK/A",AHY,M,NA,NA,21.5,62,NA,NA,"yearColumn = 2007, Banded 12 July -",NA
ROHRSALMD1,2000-06-13,NA,Band,CARW,1141-05718,"W,R/A",U,F,NA,NA,20.9,62,51,22.1,"yearColumn = 2000, banded 13 June; yearColumn = 2002, resighted 15 July -",NA
ROHRSALMD1,2013-06-27,NA,Band,CARW,2571-70321,"W/W,A",U,F,NA,NA,21.6,57,NA,20.64,"yearColumn = 2013, banded 6/27/2013 -",NA
ROHRSALMD1,2013-06-27,NA,Band,CACH,2710-25967,"A/BK,P",HY,U,NA,NA,9.1,57.5,NA,15.51,"yearColumn = 2013, banded 6/27/2013 -",NA
